date,sales
2020-11-02,173.7817472196591
2020-11-03,156.25929315728374
2020-11-04,167.94658205974724
2020-11-05,159.88497534465034
2020-11-06,158.3300687889076
2020-11-07,169.33763897731566
2020-11-08,163.79744368603042
2020-11-09,160.35800557422783
2020-11-10,161.6017994430087
2020-11-11,144.8994171738426
2020-11-12,147.65127585651427
2020-11-13,134.05318073487405
2020-11-14,137.07714084376434
2020-11-15,129.72745651390966
2020-11-16,129.84183634377757
2020-11-17,133.42342590041
2020-11-18,118.72094243464853
2020-11-19,148.1276232262426
2020-11-20,118.31348543825824
2020-11-21,118.23299657799703
2020-11-22,144.71420420942073
2020-11-23,144.45751508015266
2020-11-24,146.70365969778288
2020-11-25,151.02301686747006
2020-11-26,149.07592906511783
2020-11-27,144.6846880974887
2020-11-28,158.69237764185021
2020-11-29,155.08428833152988
2020-11-30,175.01489544693192
2020-12-01,166.55133706627856
2020-12-02,161.768162365994
2020-12-03,167.97918470125634
2020-12-04,175.6229588629474
2020-12-05,165.28769241309385
2020-12-06,161.30271293765972
2020-12-07,169.80477864450722
2020-12-08,167.01098197938174
2020-12-09,156.17151353265433
2020-12-10,152.85466438742662
2020-12-11,156.02791420323553
2020-12-12,135.3689388007358
2020-12-13,132.09924662918746
2020-12-14,135.66907117849996
2020-12-15,137.91245161261224
2020-12-16,140.9989884219748
2020-12-17,151.24345388768063
2020-12-18,144.49778157114775
2020-12-19,134.62240124189807
2020-12-20,137.2015332463727
2020-12-21,129.36762513164047
2020-12-22,141.96600018664054
2020-12-23,142.6723378234661
2020-12-24,152.70768320278663
2020-12-25,145.48528841144815
2020-12-26,163.40989800814313
2020-12-27,178.00265701451696
2020-12-28,165.8647666474885
2020-12-29,174.8910587397848
2020-12-30,181.18317410200976
2020-12-31,173.02774223458596
2021-01-01,181.2820952241675
2021-01-02,180.33700319774857
2021-01-03,181.48844137782376
2021-01-04,172.2128761747232
2021-01-05,178.78805470805784
2021-01-06,181.36592551418678
2021-01-07,188.0907884183891
2021-01-08,179.8516896193621
2021-01-09,188.11490809086956
2021-01-10,155.05197527292313
2021-01-11,167.59102465505998
2021-01-12,157.02534050248096
2021-01-13,173.7695787953452
2021-01-14,140.98197634832357
2021-01-15,138.51073041633109
2021-01-16,139.51400133588925
2021-01-17,123.70026416817376
2021-01-18,139.982272396869
2021-01-19,138.8184047820068
2021-01-20,149.91489271492497
2021-01-21,154.5867273764802
2021-01-22,173.3386686769707
2021-01-23,168.0027720534104
2021-01-24,157.0065973624918
2021-01-25,158.250322224392
2021-01-26,176.6124956717009
2021-01-27,162.76807213399482
2021-01-28,198.2065652494831
2021-01-29,195.09417146425565
2021-01-30,181.36622650454152
2021-01-31,170.92786118729887
2021-02-01,202.76783900372902
2021-02-02,188.38431801195352
2021-02-03,201.33917320515673
2021-02-04,171.61671244966894
2021-02-05,179.41022844433897
2021-02-06,182.64982540976473
2021-02-07,179.74682336830185
2021-02-08,171.100464873106
2021-02-09,177.97198629742303
2021-02-10,157.2096500661717
2021-02-11,162.7861616670284
2021-02-12,162.09254185243188
2021-02-13,163.2273836146068
2021-02-14,163.04213369117207
2021-02-15,143.279542944095
2021-02-16,138.6161157760599
2021-02-17,167.03462690480603
2021-02-18,158.75090758948397
2021-02-19,149.9441255567416
2021-02-20,175.69872344607825
2021-02-21,164.75174269988463
2021-02-22,179.30954158433286
2021-02-23,172.46885480536105
2021-02-24,196.85998425883986
2021-02-25,198.26474845321204
2021-02-26,182.49879879155492
2021-02-27,198.62572317262726
2021-02-28,198.77156582503866
2021-03-01,208.76233467305624
2021-03-02,187.42800794455096
2021-03-03,205.1076659342036
2021-03-04,209.1319974051199
2021-03-05,180.3916512933352
2021-03-06,184.7464399830992
2021-03-07,174.02969296841988
2021-03-08,188.9213561402817
2021-03-09,195.47047606075824
2021-03-10,199.64272618100313
2021-03-11,181.50247085028997
2021-03-12,193.190045887855
2021-03-13,159.42697800723684
2021-03-14,152.87379721390556
2021-03-15,166.5455543571975
2021-03-16,168.7846754718205
2021-03-17,163.2170524536771
2021-03-18,142.30087255516162
2021-03-19,162.3846943628373
2021-03-20,151.40110853678385
2021-03-21,173.1437524827519
2021-03-22,172.87122222396567
2021-03-23,163.21423456582664
2021-03-24,171.3959366424718
2021-03-25,170.21957084451486
2021-03-26,184.64375010943237
2021-03-27,199.2807993059368
2021-03-28,184.1492158851344
2021-03-29,202.9685148904068
2021-03-30,196.03326621760698
2021-03-31,196.16532684725365
2021-04-01,205.02497502295066
2021-04-02,196.91276418216972
2021-04-03,202.0292955552965
2021-04-04,195.0183033038222
2021-04-05,225.24431251106512
2021-04-06,203.7926863378826
2021-04-07,193.6362054769456
2021-04-08,199.45288868228525
2021-04-09,192.51391123527844
2021-04-10,187.5698631229044
2021-04-11,192.06359350472044
2021-04-12,189.8211057620032
2021-04-13,173.62064620349625
2021-04-14,170.36088501186128
2021-04-15,171.21154008305533
2021-04-16,149.5428243594064
2021-04-17,156.84141900571916
2021-04-18,185.96267350455474
2021-04-19,189.91351674898948
2021-04-20,172.97470267103205
2021-04-21,183.98884546569906
2021-04-22,184.74357004667996
2021-04-23,216.3414499725353
2021-04-24,201.02549124989432
2021-04-25,193.0094012395006
2021-04-26,189.1920077670643
2021-04-27,186.9600492180585
2021-04-28,208.98072216604473
2021-04-29,202.79037102063276
2021-04-30,198.8895541460446
2021-05-01,208.64758585221531
2021-05-02,205.4677434423638
2021-05-03,233.45524103163822
2021-05-04,224.83151587134952
2021-05-05,214.53537084087938
2021-05-06,227.25752827920957
2021-05-07,210.42517970549207
2021-05-08,197.7182836338046
2021-05-09,217.88646857702776
2021-05-10,204.18669562722735
2021-05-11,184.5675010331661
2021-05-12,189.36067795283827
2021-05-13,179.18751121789833
2021-05-14,171.3091061808087
